"","site_name","transect","species","family","size_cm","abundance","fg","fishing_ground","size_5cm_bin"
"262","Fan Garden",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","tomia atoll","15-20"
"263","Fan Garden",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","tomia atoll","15-20"
"264","Fan Garden",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"265","Fan Garden",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"266","Fan Garden",2,"forcipiger flavissimus","Chaetodontidae",20,2,"Micro-invertivore","tomia atoll","20-25"
"267","Fan Garden",2,"forcipiger flavissimus","Chaetodontidae",20,3,"Micro-invertivore","tomia atoll","20-25"
"268","Fan Garden",2,"hemigymnus melapterus","Labridae",34,1,"Macro-invertivore","tomia atoll","30-35"
"269","Fan Garden",2,"lutjanus biguttatus","Lutjanidae",33,1,"Pisci-invertivore","tomia atoll","30-35"
"270","Fan Garden",2,"macolor macularis","Lutjanidae",45,1,"Pisci-invertivore","tomia atoll","45-50"
"271","Fan Garden",2,"melichthys vidua","Balistidae",20,1,"Planktivore","tomia atoll","20-25"
"272","Fan Garden",2,"mulloidichthys vanicolensis","Mullidae",38,2,"Pisci-invertivore","tomia atoll","35-40"
"273","Fan Garden",2,"naso vlamingii","Acanthuridae",35,10,"Planktivore","tomia atoll","35-40"
"274","Fan Garden",2,"oxycheilinus spp.","Labridae",24,1,"Pisci-invertivore","tomia atoll","20-25"
"275","Fan Garden",2,"siganus corallinus","Siganidae",19,2,"Grazer","tomia atoll","15-20"
"276","Fan Garden",2,"siganus vulpinus","Siganidae",21,1,"Grazer","tomia atoll","20-25"
"277","Fan Garden",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"278","Fan Garden",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"279","Fan Garden",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"280","Fan Garden",2,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","tomia atoll","15-20"
"281","Fan Garden",2,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","tomia atoll","15-20"
"282","Fan Garden",2,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","tomia atoll","15-20"
"283","Fan Garden",2,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","tomia atoll","15-20"
"284","Fan Garden",2,"zebrasoma scopas","Acanthuridae",16,2,"Grazer","tomia atoll","15-20"
"285","Fan Garden",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","tomia atoll","20-25"
"286","Fan Garden",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","tomia atoll","20-25"
"287","Fan Garden",3,"aethaloperca rogaa","Serranidae",19,1,"Piscivore","tomia atoll","15-20"
"288","Fan Garden",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","tomia atoll","15-20"
"289","Fan Garden",3,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","tomia atoll","25-30"
"290","Fan Garden",3,"cheilinus fasciatus","Labridae",27,1,"Macro-invertivore","tomia atoll","25-30"
"291","Fan Garden",3,"cheilinus fasciatus","Labridae",23,1,"Macro-invertivore","tomia atoll","20-25"
"292","Fan Garden",3,"cheilinus fasciatus","Labridae",36,1,"Macro-invertivore","tomia atoll","35-40"
"293","Fan Garden",3,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"294","Fan Garden",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"295","Fan Garden",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","tomia atoll","15-20"
"296","Fan Garden",3,"epibulus insidiator","Labridae",38,1,"Pisci-invertivore","tomia atoll","35-40"
"297","Fan Garden",3,"forcipiger flavissimus","Chaetodontidae",20,2,"Micro-invertivore","tomia atoll","20-25"
"298","Fan Garden",3,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","tomia atoll","20-25"
"299","Fan Garden",3,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","tomia atoll","20-25"
"300","Fan Garden",3,"forcipiger flavissimus","Chaetodontidae",20,3,"Micro-invertivore","tomia atoll","20-25"
"301","Fan Garden",3,"hemigymnus melapterus","Labridae",34,1,"Macro-invertivore","tomia atoll","30-35"
"302","Fan Garden",3,"heniochus chrysostomus","Chaetodontidae",14,1,"Micro-invertivore","tomia atoll","10-15"
"303","Fan Garden",3,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","tomia atoll","15-20"
"304","Fan Garden",3,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","tomia atoll","15-20"
"305","Fan Garden",3,"lutjanus bohar","Lutjanidae",67,1,"Piscivore","tomia atoll",">65"
"306","Fan Garden",3,"macolor macularis","Lutjanidae",41,1,"Pisci-invertivore","tomia atoll","40-45"
"307","Fan Garden",3,"macolor macularis","Lutjanidae",28,1,"Pisci-invertivore","tomia atoll","25-30"
"308","Fan Garden",3,"macolor macularis","Lutjanidae",28,1,"Pisci-invertivore","tomia atoll","25-30"
"309","Fan Garden",3,"naso vlamingii","Acanthuridae",30,2,"Planktivore","tomia atoll","30-35"
"310","Fan Garden",3,"odonus niger","Balistidae",20,20,"Planktivore","tomia atoll","20-25"
"311","Fan Garden",3,"parupeneus multifasciatus","Mullidae",37,1,"Macro-invertivore","tomia atoll","35-40"
"312","Fan Garden",3,"plectorhinchus lineatus","Haemulidae",41,2,"Micro-invertivore","tomia atoll","40-45"
"313","Fan Garden",3,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"314","Fan Garden",3,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"315","Fan Garden",3,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","tomia atoll","20-25"
"316","Fan Garden",3,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","tomia atoll","15-20"
"317","Fan Garden",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","tomia atoll","15-20"
"318","Fan Garden",1,"chlorurus sordidus","Scarini-Labridae",12,1,"Excavator/scraper","tomia atoll","10-15"
"319","Fan Garden",1,"pomacentrus spp.","Pomacentridae",10,2,"Micro-invertivore","tomia atoll","10-15"
"320","Fan Garden",1,"pomacentrus spp.","Pomacentridae",10,2,"Micro-invertivore","tomia atoll","10-15"
"321","Fan Garden",3,"scolopsis margaritifer","Nemipteridae",14,3,"Micro-invertivore","tomia atoll","10-15"
"322","Fan Garden",3,"scolopsis margaritifer","Nemipteridae",16,1,"Micro-invertivore","tomia atoll","15-20"
"323","Fan Garden",1,"scarus dimidiatus","Scarini-Labridae",19,2,"Excavator/scraper","tomia atoll","15-20"
"324","Fan Garden",1,"scarus niger","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"325","Fan Garden",1,"scarus psittacus","Scarini-Labridae",17,1,"Excavator/scraper","tomia atoll","15-20"
"326","Fan Garden",1,"scarus psittacus","Scarini-Labridae",12,1,"Excavator/scraper","tomia atoll","10-15"
"327","Fan Garden",1,"scarus spp.","Scarini-Labridae",11,2,"Excavator/scraper","tomia atoll","10-15"
"328","Fan Garden",1,"scarus spp.","Scarini-Labridae",12,1,"Excavator/scraper","tomia atoll","10-15"
"329","Fan Garden",1,"scarus spp.","Scarini-Labridae",22,1,"Excavator/scraper","tomia atoll","20-25"
"330","Fan Garden",1,"scarus spp.","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"331","Fan Garden",2,"chlorurus bleekeri","Scarini-Labridae",19,1,"Excavator/scraper","tomia atoll","15-20"
"332","Fan Garden",2,"chlorurus bleekeri","Scarini-Labridae",20,1,"Excavator/scraper","tomia atoll","20-25"
"333","Fan Garden",2,"chlorurus bleekeri","Scarini-Labridae",16,1,"Excavator/scraper","tomia atoll","15-20"
"334","Fan Garden",2,"chlorurus sordidus","Scarini-Labridae",15,1,"Excavator/scraper","tomia atoll","15-20"
"335","Fan Garden",2,"chlorurus spp.","Scarini-Labridae",12,2,"Excavator/scraper","tomia atoll","10-15"
"336","Furake",2,"scarus spp.","Scarini-Labridae",10,1,"Excavator/scraper","hoga","10-15"
"337","Furake",2,"scolopsis margaritifer","Nemipteridae",13,1,"Micro-invertivore","hoga","10-15"
"338","Furake",1,"scarus flavipectoralis","Scarini-Labridae",14,1,"Excavator/scraper","hoga","10-15"
"339","Furake",2,"cetoscarus bicolor","Scarini-Labridae",35,1,"Excavator/scraper","hoga","35-40"
"340","Furake",2,"chlorurus bleekeri","Scarini-Labridae",32,1,"Excavator/scraper","hoga","30-35"
"341","Furake",2,"chlorurus microrhinos","Scarini-Labridae",40,1,"Excavator/scraper","hoga","40-45"
"342","Furake",2,"chlorurus sordidus","Scarini-Labridae",16,1,"Excavator/scraper","hoga","15-20"
"343","Furake",1,"chlorurus bleekeri","Scarini-Labridae",30,1,"Excavator/scraper","hoga","30-35"
"344","Furake",1,"chlorurus sordidus","Scarini-Labridae",20,1,"Excavator/scraper","hoga","20-25"
"345","Furake",2,"scarus spp.","Scarini-Labridae",28,1,"Excavator/scraper","hoga","25-30"
"346","Furake",2,"scolopsis margaritifer","Nemipteridae",12,1,"Micro-invertivore","hoga","10-15"
"347","Furake",3,"chlorurus sordidus","Scarini-Labridae",15,1,"Excavator/scraper","hoga","15-20"
"348","Furake",3,"chlorurus sordidus","Scarini-Labridae",18,1,"Excavator/scraper","hoga","15-20"
"349","Furake",3,"paracirrhites forsteri","Cirrhitidae",10,1,"Micro-invertivore","hoga","10-15"
"350","Furake",2,"pomacentrus spp.","Pomacentridae",11,1,"Micro-invertivore","hoga","10-15"
"351","Furake",2,"pomacentrus spp.","Pomacentridae",12,1,"Micro-invertivore","hoga","10-15"
"352","Furake",2,"scarus niger","Scarini-Labridae",12,1,"Excavator/scraper","hoga","10-15"
"353","Furake",2,"scarus niger","Scarini-Labridae",22,1,"Excavator/scraper","hoga","20-25"
"354","Furake",1,"acanthurus auranticavus","Acanthuridae",25,2,"Grazer","hoga","25-30"
"355","Furake",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","hoga","20-25"
"356","Furake",1,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"357","Furake",1,"bodianus spp.","Labridae",22,3,"Micro-invertivore","hoga","20-25"
"358","Furake",1,"chaetodon spp.","Chaetodontidae",12,2,"Micro-invertivore","hoga","10-15"
"359","Furake",1,"cheilinus fasciatus","Labridae",31,1,"Macro-invertivore","hoga","30-35"
"360","Furake",1,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"361","Furake",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"362","Furake",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"363","Furake",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"364","Furake",1,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","hoga","15-20"
"365","Furake",1,"epinephelus merra","Serranidae",23,1,"Piscivore","hoga","20-25"
"366","Furake",1,"forcipiger flavissimus","Chaetodontidae",20,5,"Micro-invertivore","hoga","20-25"
"367","Furake",1,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","hoga","20-25"
"368","Furake",1,"hemigymnus melapterus","Labridae",24,1,"Macro-invertivore","hoga","20-25"
"369","Furake",1,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","hoga","15-20"
"370","Furake",1,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","hoga","10-15"
"371","Furake",1,"lutjanus decussatus","Lutjanidae",28,1,"Pisci-invertivore","hoga","25-30"
"372","Furake",1,"macolor macularis","Lutjanidae",31,1,"Pisci-invertivore","hoga","30-35"
"373","Furake",1,"melichthys vidua","Balistidae",20,2,"Planktivore","hoga","20-25"
"374","Furake",1,"naso lituratus","Acanthuridae",24,2,"Browser","hoga","20-25"
"375","Furake",1,"odonus niger","Balistidae",20,3,"Planktivore","hoga","20-25"
"376","Furake",1,"oxycheilinus spp.","Labridae",24,1,"Pisci-invertivore","hoga","20-25"
"377","Furake",1,"parupeneus multifasciatus","Mullidae",23,1,"Macro-invertivore","hoga","20-25"
"378","Furake",1,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","hoga","15-20"
"379","Furake",1,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","hoga","15-20"
"380","Furake",1,"zanclus cornutus","Zanclidae",15,2,"Micro-invertivore","hoga","15-20"
"381","Furake",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","hoga","15-20"
"382","Furake",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","hoga","15-20"
"383","Furake",1,"zebrasoma scopas","Acanthuridae",16,2,"Grazer","hoga","15-20"
"384","Furake",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","hoga","15-20"
"385","Furake",1,"zebrasoma veliferum","Acanthuridae",29,1,"Grazer","hoga","25-30"
"386","Furake",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","hoga","20-25"
"387","Furake",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"388","Furake",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"389","Furake",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"390","Furake",2,"cephalopholis argus","Serranidae",33,1,"Pisci-invertivore","hoga","30-35"
"391","Furake",2,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","hoga","25-30"
"392","Furake",2,"chaetodon spp.","Chaetodontidae",12,1,"Micro-invertivore","hoga","10-15"
"393","Furake",2,"chaetodon spp.","Chaetodontidae",12,1,"Micro-invertivore","hoga","10-15"
"394","Furake",2,"cheilinus fasciatus","Labridae",24,1,"Macro-invertivore","hoga","20-25"
"395","Furake",2,"cheilinus fasciatus","Labridae",33,1,"Macro-invertivore","hoga","30-35"
"396","Furake",2,"cheilinus trilobatus","Labridae",38,1,"Macro-invertivore","hoga","35-40"
"397","Furake",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"398","Furake",2,"ctenochaetus binotatus","Acanthuridae",15,2,"Detritivore","hoga","15-20"
"399","Furake",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"400","Furake",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"401","Furake",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"402","Furake",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"403","Furake",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"404","Furake",2,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","hoga","20-25"
"405","Furake",2,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","hoga","20-25"
"406","Furake",2,"forcipiger flavissimus","Chaetodontidae",20,3,"Micro-invertivore","hoga","20-25"
"407","Furake",2,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","hoga","20-25"
"408","Furake",2,"heniochus varius","Chaetodontidae",16,2,"Micro-invertivore","hoga","15-20"
"409","Furake",2,"melichthys niger","Balistidae",33,2,"Planktivore","hoga","30-35"
"410","Furake",2,"melichthys niger","Balistidae",32,5,"Planktivore","hoga","30-35"
"411","Furake",2,"melichthys vidua","Balistidae",20,1,"Planktivore","hoga","20-25"
"412","Furake",2,"melichthys vidua","Balistidae",20,1,"Planktivore","hoga","20-25"
"413","Furake",2,"naso lituratus","Acanthuridae",24,1,"Browser","hoga","20-25"
"414","Furake",2,"naso vlamingii","Acanthuridae",33,2,"Planktivore","hoga","30-35"
"415","Furake",2,"parupeneus multifasciatus","Mullidae",25,1,"Macro-invertivore","hoga","25-30"
"416","Furake",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","hoga","20-25"
"417","Furake",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","hoga","20-25"
"418","Furake",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","hoga","20-25"
"419","Furake",2,"zebrasoma scopas","Acanthuridae",16,2,"Grazer","hoga","15-20"
"420","Furake",2,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","hoga","15-20"
"421","Furake",2,"zebrasoma scopas","Acanthuridae",16,2,"Grazer","hoga","15-20"
"422","Furake",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","hoga","20-25"
"423","Furake",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","hoga","20-25"
"424","Furake",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","hoga","20-25"
"425","Furake",3,"acanthurus thompsoni","Acanthuridae",20,1,"Planktivore","hoga","20-25"
"426","Furake",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"427","Furake",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"428","Furake",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"429","Furake",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","hoga","15-20"
"430","Furake",3,"chaetodon ephippium","Chaetodontidae",18,1,"Micro-invertivore","hoga","15-20"
"431","Furake",3,"cheilinus trilobatus","Labridae",33,1,"Macro-invertivore","hoga","30-35"
"432","Furake",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","hoga","15-20"
"433","Furake",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","hoga","15-20"
"434","Furake",3,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","hoga","15-20"
"435","Furake",3,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","hoga","20-25"
"436","Furake",3,"heniochus chrysostomus","Chaetodontidae",14,1,"Micro-invertivore","hoga","10-15"
"437","Furake",3,"labroides dimidiatus","Labridae",11,2,"Micro-invertivore","hoga","10-15"
"438","Furake",3,"macolor macularis","Lutjanidae",40,1,"Pisci-invertivore","hoga","40-45"
"439","Furake",3,"macolor macularis","Lutjanidae",39,2,"Pisci-invertivore","hoga","35-40"
"440","Furake",3,"melichthys vidua","Balistidae",20,1,"Planktivore","hoga","20-25"
"441","Furake",3,"melichthys vidua","Balistidae",20,2,"Planktivore","hoga","20-25"
"442","Furake",3,"naso vlamingii","Acanthuridae",29,1,"Planktivore","hoga","25-30"
"443","Furake",3,"odonus niger","Balistidae",20,1,"Planktivore","hoga","20-25"
"444","Furake",3,"plectorhinchus lineatus","Haemulidae",49,1,"Micro-invertivore","hoga","45-50"
"445","Furake",3,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","hoga","15-20"
"446","Furake",3,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","hoga","15-20"
"447","Furake",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","hoga","15-20"
"448","Furake",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","hoga","15-20"
"449","Kaledupa Atoll 1",3,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"450","Kaledupa Atoll 1",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kaledupa atoll","20-25"
"451","Kaledupa Atoll 1",3,"halichoeres spp.","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"452","Kaledupa Atoll 1",3,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kaledupa atoll","10-15"
"453","Kaledupa Atoll 1",3,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kaledupa atoll","10-15"
"454","Kaledupa Atoll 1",3,"melichthys vidua","Balistidae",20,1,"Planktivore","kaledupa atoll","20-25"
"455","Kaledupa Atoll 1",3,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"456","Kaledupa Atoll 1",2,"scarus spp.","Scarini-Labridae",16,1,"Excavator/scraper","kaledupa atoll","15-20"
"457","Kaledupa Atoll 1",2,"scarus spp.","Scarini-Labridae",17,1,"Excavator/scraper","kaledupa atoll","15-20"
"458","Kaledupa Atoll 1",2,"scarus spp.","Scarini-Labridae",13,1,"Excavator/scraper","kaledupa atoll","10-15"
"459","Kaledupa Atoll 1",2,"scarus spp.","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa atoll","15-20"
"460","Kaledupa Atoll 1",3,"chlorurus bleekeri","Scarini-Labridae",22,1,"Excavator/scraper","kaledupa atoll","20-25"
"461","Kaledupa Atoll 1",3,"chlorurus bleekeri","Scarini-Labridae",18,1,"Excavator/scraper","kaledupa atoll","15-20"
"462","Kaledupa Atoll 1",3,"scarus forsteni","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa atoll","20-25"
"463","Kaledupa Atoll 1",3,"scarus niger","Scarini-Labridae",11,1,"Excavator/scraper","kaledupa atoll","10-15"
