"","site_name","transect","species","family","size_cm","abundance","fg","fishing_ground","size_5cm_bin"
"1635","Komponaone",3,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","komponaone","20-25"
"1636","Komponaone",3,"zebrasoma scopas","Acanthuridae",16,2,"Grazer","komponaone","15-20"
"1637","Komponaone",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","komponaone","15-20"
"1638","Komponaone",1,"macolor macularis","Lutjanidae",40,1,"Pisci-invertivore","komponaone","40-45"
"1639","Komponaone",1,"macolor macularis","Lutjanidae",35,1,"Pisci-invertivore","komponaone","35-40"
"1640","Komponaone",1,"parupeneus barberinus","Mullidae",23,1,"Macro-invertivore","komponaone","20-25"
"1641","Komponaone",1,"parupeneus barberinus","Mullidae",25,1,"Macro-invertivore","komponaone","25-30"
"1642","Komponaone",1,"parupeneus multifasciatus","Mullidae",30,1,"Macro-invertivore","komponaone","30-35"
"1643","Komponaone",1,"parupeneus multifasciatus","Mullidae",22,1,"Macro-invertivore","komponaone","20-25"
"1644","Komponaone",1,"siganus guttatus","Siganidae",26,1,"Grazer","komponaone","25-30"
"1645","Komponaone",1,"siganus vulpinus","Siganidae",21,1,"Grazer","komponaone","20-25"
"1646","Komponaone",1,"thalassoma hardwicke","Labridae",16,2,"Micro-invertivore","komponaone","15-20"
"1647","Komponaone",1,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","komponaone","15-20"
"1648","Komponaone",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","komponaone","20-25"
"1649","Komponaone",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","komponaone","15-20"
"1650","Komponaone",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","komponaone","15-20"
"1651","Komponaone",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","komponaone","20-25"
"1652","Komponaone",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","komponaone","20-25"
"1653","Komponaone",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","komponaone","20-25"
"1654","Komponaone",2,"cephalopholis urodeta","Serranidae",24,1,"Pisci-invertivore","komponaone","20-25"
"1655","Komponaone",2,"chlorurus bleekeri","Scarini-Labridae",28,1,"Excavator/scraper","komponaone","25-30"
"1656","Komponaone",2,"chlorurus bleekeri","Scarini-Labridae",18,1,"Excavator/scraper","komponaone","15-20"
"1657","Komponaone",2,"chlorurus sordidus","Scarini-Labridae",13,1,"Excavator/scraper","komponaone","10-15"
"1658","Komponaone",2,"parupeneus barberinus","Mullidae",33,1,"Macro-invertivore","komponaone","30-35"
"1659","Komponaone",2,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","komponaone","20-25"
"1660","Komponaone",2,"plectorhinchus vittatus","Haemulidae",27,1,"Micro-invertivore","komponaone","25-30"
"1661","Komponaone",2,"thalassoma lunare","Labridae",20,2,"Micro-invertivore","komponaone","20-25"
"1662","Komponaone",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","komponaone","20-25"
"1663","Komponaone",2,"zebrasoma scopas","Acanthuridae",16,2,"Grazer","komponaone","15-20"
"1664","Komponaone",2,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","komponaone","15-20"
"1665","Komponaone",3,"acanthurus pyroferus","Acanthuridae",20,2,"Grazer","komponaone","20-25"
"1666","Komponaone",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","komponaone","20-25"
"1667","Komponaone",3,"chaetodon spp.","Chaetodontidae",12,2,"Micro-invertivore","komponaone","10-15"
"1668","Komponaone",3,"cheilinus fasciatus","Labridae",21,1,"Macro-invertivore","komponaone","20-25"
"1669","Komponaone",3,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1670","Komponaone",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","komponaone","15-20"
"1671","Komponaone",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1672","Komponaone",3,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","komponaone","15-20"
"1673","Komponaone",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1674","Komponaone",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","komponaone","15-20"
"1675","Komponaone",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1676","Komponaone",3,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","komponaone","15-20"
"1677","Komponaone",3,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","komponaone","15-20"
"1678","Komponaone",3,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","komponaone","20-25"
"1679","Komponaone",3,"halichoeres melanurus","Labridae",21,1,"Micro-invertivore","komponaone","20-25"
"1680","Komponaone",3,"heniochus chrysostomus","Chaetodontidae",14,1,"Micro-invertivore","komponaone","10-15"
"1681","Komponaone",3,"oxycheilinus celebicus","Labridae",24,1,"Micro-invertivore","komponaone","20-25"
"1682","Komponaone",3,"oxycheilinus spp.","Labridae",24,1,"Pisci-invertivore","komponaone","20-25"
"1683","Komponaone",3,"parupeneus barberinus","Mullidae",29,1,"Macro-invertivore","komponaone","25-30"
"1684","Komponaone",3,"parupeneus multifasciatus","Mullidae",20,1,"Macro-invertivore","komponaone","20-25"
"1685","Komponaone",3,"parupeneus multifasciatus","Mullidae",29,1,"Macro-invertivore","komponaone","25-30"
"1686","Komponaone",2,"halichoeres melanurus","Labridae",21,1,"Micro-invertivore","komponaone","20-25"
"1687","Komponaone",2,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","komponaone","15-20"
"1688","Komponaone",2,"naso spp.","Acanthuridae",25,1,"Planktivore","komponaone","25-30"
"1689","Komponaone",2,"odonus niger","Balistidae",20,1,"Planktivore","komponaone","20-25"
"1690","Komponaone",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1691","Komponaone",2,"chaetodon spp.","Chaetodontidae",12,1,"Micro-invertivore","komponaone","10-15"
"1692","Komponaone",2,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","komponaone","20-25"
"1693","Komponaone",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1694","Komponaone",2,"ctenochaetus striatus","Acanthuridae",15,5,"Detritivore","komponaone","15-20"
"1695","Komponaone",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","komponaone","15-20"
"1696","Komponaone",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","komponaone","15-20"
"1697","Komponaone",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","komponaone","15-20"
"1698","Komponaone",2,"cheilinus fasciatus","Labridae",27,1,"Macro-invertivore","komponaone","25-30"
"1699","Langgira",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1700","Langgira",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa","20-25"
"1701","Langgira",2,"cheilinus trilobatus","Labridae",33,1,"Macro-invertivore","kaledupa","30-35"
"1702","Langgira",1,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa","20-25"
"1703","Langgira",1,"coris gaimard","Labridae",29,2,"Macro-invertivore","kaledupa","25-30"
"1704","Langgira",1,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa","15-20"
"1705","Langgira",1,"cheilinus fasciatus","Labridae",29,1,"Macro-invertivore","kaledupa","25-30"
"1706","Langgira",1,"ctenochaetus binotatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1707","Langgira",1,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1708","Langgira",1,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1709","Langgira",1,"ctenochaetus binotatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1710","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,4,"Detritivore","kaledupa","15-20"
"1711","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1712","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1713","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1714","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1715","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1716","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1717","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1718","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1719","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1720","Langgira",1,"ctenochaetus binotatus","Acanthuridae",15,3,"Detritivore","kaledupa","15-20"
"1721","Langgira",1,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1722","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1723","Langgira",1,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kaledupa","20-25"
"1724","Langgira",1,"heniochus chrysostomus","Chaetodontidae",14,1,"Micro-invertivore","kaledupa","10-15"
"1725","Langgira",1,"labroides dimidiatus","Labridae",11,2,"Micro-invertivore","kaledupa","10-15"
"1726","Langgira",1,"lutjanus ehrenbergii","Lutjanidae",30,6,"Pisci-invertivore","kaledupa","30-35"
"1727","Langgira",1,"naso lituratus","Acanthuridae",24,1,"Browser","kaledupa","20-25"
"1728","Langgira",1,"odonus niger","Balistidae",20,3,"Planktivore","kaledupa","20-25"
"1729","Langgira",1,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","kaledupa","20-25"
"1730","Langgira",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1731","Langgira",1,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","kaledupa","20-25"
"1732","Langgira",1,"halichoeres hortulanus","Labridae",19,1,"Micro-invertivore","kaledupa","15-20"
"1733","Langgira",1,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kaledupa","15-20"
"1734","Langgira",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1735","Langgira",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa","15-20"
"1736","Langgira",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa","15-20"
"1737","Langgira",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa","20-25"
"1738","Langgira",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa","20-25"
"1739","Langgira",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa","15-20"
"1740","Langgira",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1741","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1742","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1743","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1744","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","kaledupa","15-20"
"1745","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,4,"Detritivore","kaledupa","15-20"
"1746","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1747","Langgira",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1748","Langgira",2,"epinephelus merra","Serranidae",25,1,"Piscivore","kaledupa","25-30"
"1749","Langgira",2,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kaledupa","20-25"
"1750","Langgira",2,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kaledupa","10-15"
"1751","Langgira",2,"melichthys vidua","Balistidae",20,1,"Planktivore","kaledupa","20-25"
"1752","Langgira",2,"parupeneus barberinus","Mullidae",27,1,"Macro-invertivore","kaledupa","25-30"
"1753","Langgira",2,"siganus doliatus","Siganidae",25,2,"Grazer","kaledupa","25-30"
"1754","Langgira",2,"sufflamen bursa","Balistidae",17,1,"Micro-invertivore","kaledupa","15-20"
"1755","Langgira",2,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kaledupa","15-20"
"1756","Langgira",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1757","Langgira",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1758","Langgira",2,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1759","Langgira",2,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa","15-20"
"1760","Langgira",2,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa","15-20"
"1761","Langgira",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa","20-25"
"1762","Langgira",1,"parupeneus multifasciatus","Mullidae",27,1,"Macro-invertivore","kaledupa","25-30"
"1763","Langgira",1,"chlorurus sordidus","Scarini-Labridae",13,1,"Excavator/scraper","kaledupa","10-15"
"1764","Langgira",1,"ostracion meleagris","Ostraciidae",12,1,"Micro-invertivore","kaledupa","10-15"
"1765","Langgira",1,"pomacentrus spp.","Pomacentridae",10,1,"Micro-invertivore","kaledupa","10-15"
"1766","Langgira",1,"scarus spp.","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa","15-20"
"1767","Langgira",2,"aulostomus chinensis","Aulostomidae",25,1,"Piscivore","kaledupa","25-30"
"1768","Langgira",2,"chlorurus sordidus","Scarini-Labridae",10,1,"Excavator/scraper","kaledupa","10-15"
"1769","Langgira",2,"chlorurus sordidus","Scarini-Labridae",18,1,"Excavator/scraper","kaledupa","15-20"
"1770","Langgira",2,"scarus flavipectoralis","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa","20-25"
"1771","Langgira",2,"scarus niger","Scarini-Labridae",13,1,"Excavator/scraper","kaledupa","10-15"
"1772","Langgira",3,"chlorurus sordidus","Scarini-Labridae",11,1,"Excavator/scraper","kaledupa","10-15"
"1773","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","kaledupa","15-20"
"1774","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1775","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1776","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1777","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","kaledupa","15-20"
"1778","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1779","Langgira",3,"scolopsis margaritifer","Nemipteridae",13,1,"Micro-invertivore","kaledupa","10-15"
"1780","Langgira",3,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kaledupa","20-25"
"1781","Langgira",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kaledupa","20-25"
"1782","Langgira",3,"halichoeres hortulanus","Labridae",18,1,"Micro-invertivore","kaledupa","15-20"
"1783","Langgira",3,"leptojulis urostigma","Labridae",22,1,"Micro-invertivore","kaledupa","20-25"
"1784","Langgira",3,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kaledupa","10-15"
"1785","Langgira",3,"macropharyngodon spp.","Labridae",15,1,"Micro-invertivore","kaledupa","15-20"
"1786","Langgira",3,"parupeneus multifasciatus","Mullidae",28,1,"Macro-invertivore","kaledupa","25-30"
"1787","Langgira",3,"parupeneus multifasciatus","Mullidae",18,1,"Macro-invertivore","kaledupa","15-20"
"1788","Langgira",3,"parupeneus multifasciatus","Mullidae",24,3,"Macro-invertivore","kaledupa","20-25"
"1789","Langgira",3,"siganus guttatus","Siganidae",26,1,"Grazer","kaledupa","25-30"
"1790","Langgira",3,"thalassoma hardwicke","Labridae",16,1,"Micro-invertivore","kaledupa","15-20"
"1791","Langgira",3,"zebrasoma scopas","Acanthuridae",16,3,"Grazer","kaledupa","15-20"
"1792","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1793","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa","15-20"
"1794","Langgira",3,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","kaledupa","25-30"
"1795","Langgira",3,"balistapus undulatus","Balistidae",19,2,"Macro-invertivore","kaledupa","15-20"
"1796","Langgira",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa","15-20"
"1797","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,3,"Detritivore","kaledupa","15-20"
"1798","Langgira",3,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kaledupa","20-25"
"1799","Langgira",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa","15-20"
"1800","Langgira",3,"halichoeres hortulanus","Labridae",23,1,"Micro-invertivore","kaledupa","20-25"
"1801","Langgira",3,"halichoeres hortulanus","Labridae",22,1,"Micro-invertivore","kaledupa","20-25"
"1802","Lintea",1,"scarus prasiognathos","Scarini-Labridae",35,1,"Excavator/scraper","kaledupa","35-40"
"1803","Lintea",1,"scarus quoyi","Scarini-Labridae",18,1,"Excavator/scraper","kaledupa","15-20"
"1804","Lintea",1,"scarus flavipectoralis","Scarini-Labridae",14,1,"Excavator/scraper","kaledupa","10-15"
"1805","Lintea",1,"scarus ghobban","Scarini-Labridae",32,1,"Excavator/scraper","kaledupa","30-35"
"1806","Lintea",2,"thalassoma hardwicke","Labridae",13,3,"Micro-invertivore","kaledupa","10-15"
"1807","Lintea",2,"thalassoma hardwicke","Labridae",13,1,"Micro-invertivore","kaledupa","10-15"
"1808","Lintea",1,"chlorurus bleekeri","Scarini-Labridae",23,1,"Excavator/scraper","kaledupa","20-25"
"1809","Lintea",1,"paracirrhites forsteri","Cirrhitidae",10,1,"Micro-invertivore","kaledupa","10-15"
"1810","Lintea",3,"scarus ghobban","Scarini-Labridae",16,1,"Excavator/scraper","kaledupa","15-20"
"1811","Lintea",3,"scarus schlegeli","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa","20-25"
"1812","Lintea",3,"scarus spp.","Scarini-Labridae",13,1,"Excavator/scraper","kaledupa","10-15"
"1813","Lintea",1,"cheilio inermis","Labridae",37,1,"Piscivore","kaledupa","35-40"
"1814","Lintea",1,"coris gaimard","Labridae",19,1,"Macro-invertivore","kaledupa","15-20"
"1815","Lintea",1,"ctenochaetus striatus","Acanthuridae",12,3,"Detritivore","kaledupa","10-15"
"1816","Lintea",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1817","Lintea",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1818","Lintea",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1819","Lintea",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1820","Lintea",1,"halichoeres hortulanus","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1821","Lintea",1,"halichoeres hortulanus","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1822","Lintea",1,"hemigymnus fasciatus","Labridae",16,1,"Macro-invertivore","kaledupa","15-20"
"1823","Lintea",1,"heniochus chrysostomus","Chaetodontidae",11,2,"Micro-invertivore","kaledupa","10-15"
"1824","Lintea",1,"heniochus varius","Chaetodontidae",13,2,"Micro-invertivore","kaledupa","10-15"
"1825","Lintea",1,"lutjanus decussatus","Lutjanidae",30,2,"Pisci-invertivore","kaledupa","30-35"
"1826","Lintea",1,"macropharyngodon spp.","Labridae",12,2,"Micro-invertivore","kaledupa","10-15"
"1827","Lintea",1,"parupeneus multifasciatus","Mullidae",26,1,"Macro-invertivore","kaledupa","25-30"
"1828","Lintea",1,"parupeneus multifasciatus","Mullidae",20,1,"Macro-invertivore","kaledupa","20-25"
"1829","Lintea",1,"parupeneus multifasciatus","Mullidae",18,1,"Macro-invertivore","kaledupa","15-20"
"1830","Lintea",1,"parupeneus multifasciatus","Mullidae",17,2,"Macro-invertivore","kaledupa","15-20"
"1831","Lintea",1,"plectorhinchus lineatus","Haemulidae",32,1,"Micro-invertivore","kaledupa","30-35"
"1832","Lintea",1,"thalassoma hardwicke","Labridae",13,1,"Micro-invertivore","kaledupa","10-15"
"1833","Lintea",1,"zebrasoma scopas","Acanthuridae",13,2,"Grazer","kaledupa","10-15"
"1834","Lintea",1,"zebrasoma scopas","Acanthuridae",13,2,"Grazer","kaledupa","10-15"
"1835","Lintea",2,"acanthurus pyroferus","Acanthuridae",18,2,"Grazer","kaledupa","15-20"
"1836","Lintea",2,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa","15-20"
"1837","Lintea",2,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa","15-20"
"1838","Lintea",2,"cephalopholis urodeta","Serranidae",22,1,"Pisci-invertivore","kaledupa","20-25"
"1839","Lintea",2,"cheilinus fasciatus","Labridae",23,1,"Macro-invertivore","kaledupa","20-25"
"1840","Lintea",2,"ctenochaetus binotatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1841","Lintea",2,"ctenochaetus binotatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1842","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,4,"Detritivore","kaledupa","10-15"
"1843","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1844","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,2,"Detritivore","kaledupa","10-15"
"1845","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1846","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1847","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,3,"Detritivore","kaledupa","10-15"
"1848","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1849","Lintea",2,"ctenochaetus striatus","Acanthuridae",12,4,"Detritivore","kaledupa","10-15"
"1850","Lintea",2,"halichoeres hortulanus","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1851","Lintea",2,"macropharyngodon spp.","Labridae",12,2,"Micro-invertivore","kaledupa","10-15"
"1852","Lintea",2,"melichthys niger","Balistidae",24,30,"Planktivore","kaledupa","20-25"
"1853","Lintea",2,"naso brevirostris","Acanthuridae",25,5,"Planktivore","kaledupa","25-30"
"1854","Lintea",2,"naso vlamingii","Acanthuridae",27,10,"Planktivore","kaledupa","25-30"
"1855","Lintea",2,"parupeneus crassilabris","Mullidae",32,2,"Macro-invertivore","kaledupa","30-35"
"1856","Lintea",2,"siganus doliatus","Siganidae",22,1,"Grazer","kaledupa","20-25"
"1857","Lintea",2,"siganus vulpinus","Siganidae",18,2,"Grazer","kaledupa","15-20"
"1858","Lintea",2,"thalassoma lunare","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1859","Lintea",2,"thalassoma spp.","Labridae",17,1,"Micro-invertivore","kaledupa","15-20"
"1860","Lintea",2,"thalassoma spp.","Labridae",15,5,"Micro-invertivore","kaledupa","15-20"
"1861","Lintea",2,"zanclus cornutus","Zanclidae",12,1,"Micro-invertivore","kaledupa","10-15"
"1862","Lintea",2,"zebrasoma scopas","Acanthuridae",13,1,"Grazer","kaledupa","10-15"
"1863","Lintea",2,"zebrasoma scopas","Acanthuridae",13,1,"Grazer","kaledupa","10-15"
"1864","Lintea",3,"acanthurus auranticavus","Acanthuridae",22,1,"Grazer","kaledupa","20-25"
"1865","Lintea",3,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa","15-20"
"1866","Lintea",3,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa","15-20"
"1867","Lintea",3,"aethaloperca rogaa","Serranidae",16,1,"Piscivore","kaledupa","15-20"
"1868","Lintea",3,"ctenochaetus binotatus","Acanthuridae",12,2,"Detritivore","kaledupa","10-15"
"1869","Lintea",3,"ctenochaetus binotatus","Acanthuridae",12,2,"Detritivore","kaledupa","10-15"
"1870","Lintea",3,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1871","Lintea",3,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1872","Lintea",3,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1873","Lintea",3,"ctenochaetus striatus","Acanthuridae",12,3,"Detritivore","kaledupa","10-15"
"1874","Lintea",3,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa","10-15"
"1875","Lintea",3,"ctenochaetus striatus","Acanthuridae",12,2,"Detritivore","kaledupa","10-15"
"1876","Lintea",3,"halichoeres hortulanus","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1877","Lintea",3,"halichoeres hortulanus","Labridae",20,1,"Micro-invertivore","kaledupa","20-25"
"1878","Lintea",3,"macropharyngodon spp.","Labridae",12,1,"Micro-invertivore","kaledupa","10-15"
"1879","Lintea",3,"melichthys vidua","Balistidae",17,1,"Planktivore","kaledupa","15-20"
"1880","Lintea",2,"chlorurus sordidus","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa","20-25"
"1881","Lintea",2,"chlorurus sordidus","Scarini-Labridae",23,1,"Excavator/scraper","kaledupa","20-25"
"1882","Lintea",2,"scarus niger","Scarini-Labridae",13,1,"Excavator/scraper","kaledupa","10-15"
"1883","Lintea",2,"scarus niger","Scarini-Labridae",18,1,"Excavator/scraper","kaledupa","15-20"
"1884","Lintea",2,"scarus oviceps","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa","15-20"
"1885","Lintea",2,"scarus quoyi","Scarini-Labridae",16,1,"Excavator/scraper","kaledupa","15-20"
"1886","Lintea",2,"scarus quoyi","Scarini-Labridae",17,1,"Excavator/scraper","kaledupa","15-20"
"1887","Lintea",2,"scarus spinus","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa","15-20"
"1888","Lintea",3,"zebrasoma scopas","Acanthuridae",13,1,"Grazer","kaledupa","10-15"
"1889","Lintea",3,"oxycheilinus unifasciatus","Labridae",22,1,"Pisci-invertivore","kaledupa","20-25"
"1890","Lintea",1,"acanthurus nigricans","Acanthuridae",18,1,"Grazer","kaledupa","15-20"
"1891","Lintea",1,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa","15-20"
"1892","Lintea",1,"balistapus undulatus","Balistidae",16,1,"Macro-invertivore","kaledupa","15-20"
"1893","Lintea",1,"cephalopholis urodeta","Serranidae",22,1,"Pisci-invertivore","kaledupa","20-25"
"1894","Lintea",1,"cheilinus fasciatus","Labridae",21,1,"Macro-invertivore","kaledupa","20-25"
"1895","Lintea",3,"thalassoma spp.","Labridae",17,10,"Micro-invertivore","kaledupa","15-20"
"1896","Lintea",3,"parupeneus cyclostomus","Mullidae",20,2,"Pisci-invertivore","kaledupa","20-25"
"1897","Lintea",3,"thalassoma hardwicke","Labridae",13,1,"Micro-invertivore","kaledupa","10-15"
